Legal Name,Contract Name,Services Included in Services Contract,Name of Services Contract,Vubiquity Party to Service(s) Contract,Territory(ies) Included in Contract,Applicable Countries,Territory Notes
Universal Studios International B.V. (LatAm - VOD/PPV),Universal Studios (LatAm) - Amdmt 11 to VOD/PPV License Agmt - Services,"PPV, TVOD",z_VOD Content License Agreement,Vubiquity Management Limited,"Caribbean, LATAM",,"Per Amdt#11: Authorized Territories as follows. In respect of Authorized Cable Networks: Dominican Republic~ Mexico, Chile, Colombia, Argentina, Paraguay. Uruguay, Costa Rica, Honduras. Paraguay, Guatemala. EJ Salvador and Panama, as applicable (see Exhibit C).

In respect of Authorized DT/!DBS Networks: Brazil, Mexico, Costa Rica, Nicaragua, the Dominican Republic, Panama, Guatemala, Honduras, Belize, El Salvador and Haiti as applicable (see Exhibit C).

In respect of the Bazuca VOD Service: Chile, Argentina and the Additional Territories.
In respect of the Veo OTT VOD Service: Mexico.
In Respect of Algar VOD Service: Brazil.

For purposes of this Agreement, ""Additional Territories"" means the following countries and their respective territories, possessions, commonwealths, trustee-.ships and protect(}rates in Latin Arnerica, as follows : Mexico, Central America (i.e., Belize, Costa Rica) Guatemala, El Salvador, Honduras, Nicragua and Panama), South America (i.e., Bolivia, Columbia, Ecuador, French Guyana, Guayana, Paraguay, Peru, Suriname, Uruguay and Venezuela) and the Caribbean (i.e .• Anguilla, Antigua, Barbuda, Aruba, Bahamas, Barbados, British Virgin Islands, Cayman Islands, Dominica, Dominican Republic. Grenada, Guadeloupe, Haiti, Jamaica, Martinique, Montserrat, the Netherlands Antilles, St. Kitts andd Nevis, St. Lucia, St. Vincent and the Grenadines, Trindad, Tobago, the Turk and Caicos, St. Martin, and Curacao).

In respect of Authorized Cable Networks: Dominican Republic, Mexico, Chile, Colombia,  Argentina, Paraguay, Uruguay, Costa Rica, Honduras, Paraguay, Guatemala, El Salvador and Panama, as applicable (see Exhibit C).

In respect of Authorized DTH/DBS Networks: Brazil, Mexico, Costa Rica, Nicaragua, the Dominican Republic, Panama, Guatemala, Honduras, Belize, E1 Salvador and Haiti as applicable (see Exhibit C).

In respect of the Bazuca VOD Service: Chile, Argentina and the Additional Territories.

In respect of the Yeo OTT VOD Service: Mexico.

For purposes of this Agreement, ""Additional Territories"" means the following countries and their respective territories, possessions, commonwealths, trusteeships and protectorates in Latin America, as follows: Mexico, Central America (i.e., Belize, Costa Rica, Guatemala, El Salvador, Honduras, Nicaragua and Panama), South America (i.e., Bolivia, Columbia, Ecuador, French Guyana, Guyana, Paraguay, Peru, Suriname, Uruguay and Venezuela) and the Caribbean (i.e., Anguilla, Antigua, Barbuda, Aruba, Bahamas, Barbados, British Virgin Islands, Cayman Islands, Dominica, Dominican Republic, Grenada, Guadeloupe, Haiti, Jamaica, Martinique, Montserrat, the Netherlands Antilles, St. Kitts and Nevis, St. Lucia, St. Vincent and the Grenadines, Trinidad, Tobago, The Turk and Caicos, St. Martin, and Curacao)."
Universal Studios International B.V. (LatAm - VOD/PPV),Universal Studios (LatAm) - Amdmt 12 to VOD/PPV License Agmt - Services,"PPV, TVOD",z_VOD Content License Agreement,Vubiquity Management Limited,"Caribbean, LATAM",,"Per Amdt#11: Authorized Territories as follows. In respect of Authorized Cable Networks: Dominican Republic~ Mexico, Chile, Colombia, Argentina, Paraguay. Uruguay, Costa Rica, Honduras. Paraguay, Guatemala. EJ Salvador and Panama, as applicable (see Exhibit C).

In respect of Authorized DT/!DBS Networks: Brazil, Mexico, Costa Rica, Nicaragua, the Dominican Republic, Panama, Guatemala, Honduras, Belize, El Salvador and Haiti as applicable (see Exhibit C).

In respect of the Bazuca VOD Service: Chile, Argentina and the Additional Territories.
In respect of the Veo OTT VOD Service: Mexico.
In Respect of Algar VOD Service: Brazil.

For purposes of this Agreement, ""Additional Territories"" means the following countries and their respective territories, possessions, commonwealths, trustee-.ships and protect(}rates in Latin Arnerica, as follows : Mexico, Central America (i.e., Belize, Costa Rica) Guatemala, El Salvador, Honduras, Nicragua and Panama), South America (i.e., Bolivia, Columbia, Ecuador, French Guyana, Guayana, Paraguay, Peru, Suriname, Uruguay and Venezuela) and the Caribbean (i.e .• Anguilla, Antigua, Barbuda, Aruba, Bahamas, Barbados, British Virgin Islands, Cayman Islands, Dominica, Dominican Republic. Grenada, Guadeloupe, Haiti, Jamaica, Martinique, Montserrat, the Netherlands Antilles, St. Kitts andd Nevis, St. Lucia, St. Vincent and the Grenadines, Trindad, Tobago, the Turk and Caicos, St. Martin, and Curacao).

In respect of Authorized Cable Networks: Dominican Republic, Mexico, Chile, Colombia,  Argentina, Paraguay, Uruguay, Costa Rica, Honduras, Paraguay, Guatemala, El Salvador and Panama, as applicable (see Exhibit C).

In respect of Authorized DTH/DBS Networks: Brazil, Mexico, Costa Rica, Nicaragua, the Dominican Republic, Panama, Guatemala, Honduras, Belize, E1 Salvador and Haiti as applicable (see Exhibit C).

In respect of the Bazuca VOD Service: Chile, Argentina and the Additional Territories.

In respect of the Yeo OTT VOD Service: Mexico.

For purposes of this Agreement, ""Additional Territories"" means the following countries and their respective territories, possessions, commonwealths, trusteeships and protectorates in Latin America, as follows: Mexico, Central America (i.e., Belize, Costa Rica, Guatemala, El Salvador, Honduras, Nicaragua and Panama), South America (i.e., Bolivia, Columbia, Ecuador, French Guyana, Guyana, Paraguay, Peru, Suriname, Uruguay and Venezuela) and the Caribbean (i.e., Anguilla, Antigua, Barbuda, Aruba, Bahamas, Barbados, British Virgin Islands, Cayman Islands, Dominica, Dominican Republic, Grenada, Guadeloupe, Haiti, Jamaica, Martinique, Montserrat, the Netherlands Antilles, St. Kitts and Nevis, St. Lucia, St. Vincent and the Grenadines, Trinidad, Tobago, The Turk and Caicos, St. Martin, and Curacao)."
Universal Studios International B.V. (LatAm - VOD/PPV),Universal Studios (LatAm) - Amdmt 2 to VOD/PPV License Agmt - Services,"PPV, TVOD",z_VOD Content License Agreement,ODM,,,
Universal Studios International B.V. (LatAm - VOD/PPV),Universal Studios (LatAm) - Amdmt 3 to VOD/PPV License Agmt - Services,"PPV, TVOD",z_VOD Content License Agreement,Vubiquity Management Limited,,,"In respect of Authorized Cable Networks: Dominican Republic, Mexico, Chile, Argentina, Paraguay, UrugtJay, Costa Rica, Honduras, Paraguay, Guatemala, El Salvador and Panama, as applicable (see Exhibit C).

In respect of Authorized DTH/DBS Networks: Brazil, Mexico, Costa Rica, Nicaragua, the Dominican Republic, Panama, Guatemala, Honduras, Belize, El Salvador and Haiti as applicable (see Exhibit C).

In respect of the Bazuca VOD Service: Chile, Argentina and the Additional Territories. In respect of the Veo OTT VOD Service: Mexico. For purposes of this Agreement, ""Additional TciTitories"" means the following countries and their respective territories, possessions, commonwealths, trusteeships and protectorates in Latin America, as follows: Mexico, Central America (i.e., Belize, Costa Rica, Guatemala, El Salvador, Honduras, Nicaragtm aud Prumma), South America (i.e., Bolivia, Cohunbia, Ecuador, French Guyana, Guayana, Paragtmy, Peru, Surinam, Uruguay and Venezuela) and the Caribbean (i.e., Anguilla, Antigua, Barbuda, Aruba, Bahamas, Barbados, British Virgin Islands, Cayman Islands, Dominica, Domiuican Republic, Grenada, Guadeloupe, Haiti, Jamaica,Martinique, Montserrat, the Netherlands Antilles, St. Kitts and Nevis, St. Lucia, St. Vincent and the Grenadines, Trinidad, Tobago, the Turk and Caicos, St. Martin, and Curacao)."
Universal Studios International B.V. (LatAm - VOD/PPV),Universal Studios (LatAm) - Amdmt 4 to VOD/PPV License Agmt - Services,"PPV, TVOD",z_VOD Content License Agreement,Vubiquity Management Limited,"Caribbean, LATAM",,"In respect of Authorized Cable Networks: Dominican Republic, Mexico, Chile, Colombia, Argentina, Paraguay, Uruguay, Costa Rica, Honduras, Paraguay, Guatemala, El Salvador and Panama, as applicable (see Exhibit C).

In respect of Authorized DTH/DBS Networks: Brazil, Mexico, Costa Rica, Nicaragua, the Dominican Republic, Panama, Guatemala, Honduras, Belize, El Salvador and Haiti as applicable (see Exhibit C).

In respect of the Bazuca VOD Service: Chile, Argentina and the Additional Territories. In respect of the Veo OTT VOD Service: Mexico. For purposes of this Agreement, ""Additional TciTitories"" means the following countries and their respective territories, possessions, commonwealths, trusteeships and protectorates in Latin America, as follows: Mexico, Central America (i.e., Belize, Costa Rica, Guatemala, El Salvador, Honduras, Nicaragtm aud Prumma), South America (i.e., Bolivia, Cohunbia, Ecuador, French Guyana, Guayana, Paragtmy, Peru, Surinam, Uruguay and Venezuela) and the Caribbean (i.e., Anguilla, Antigua, Barbuda, Aruba, Bahamas, Barbados, British Virgin Islands, Cayman Islands, Dominica, Domiuican Republic, Grenada, Guadeloupe, Haiti, Jamaica,Martinique, Montserrat, the Netherlands Antilles, St. Kitts and Nevis, St. Lucia, St. Vincent and the Grenadines, Trinidad, Tobago, the Turk and Caicos, St. Martin, and Curacao)."
Universal Studios International B.V. (LatAm - VOD/PPV),Universal Studios (LatAm) - Amdmt 5 to VOD/PPV License Agmt - Services,"PPV, TVOD",z_VOD Content License Agreement,Vubiquity Management Limited,"Caribbean, LATAM",,"In respect of Authorized Cable Networks: Dominican Republic, Mexico, Chile, Colombia, Argentina, Paraguay, Uruguay, Costa Rica, Honduras, Paraguay, Guatemala, El Salvador and Panama, as applicable (see Exhibit C).

In respect of Authorized DTH/DBS Networks: Brazil, Mexico, Costa Rica, Nicaragua, the Dominican Republic, Panama, Guatemala, Honduras, Belize, El Salvador and Haiti as applicable (see Exhibit C).

In respect of the Bazuca VOD Service: Chile, Argentina and the Additional Territories. In respect of the Veo OTT VOD Service: Mexico. For purposes of this Agreement, ""Additional TciTitories"" means the following countries and their respective territories, possessions, commonwealths, trusteeships and protectorates in Latin America, as follows: Mexico, Central America (i.e., Belize, Costa Rica, Guatemala, El Salvador, Honduras, Nicaragtm aud Prumma), South America (i.e., Bolivia, Cohunbia, Ecuador, French Guyana, Guayana, Paragtmy, Peru, Surinam, Uruguay and Venezuela) and the Caribbean (i.e., Anguilla, Antigua, Barbuda, Aruba, Bahamas, Barbados, British Virgin Islands, Cayman Islands, Dominica, Domiuican Republic, Grenada, Guadeloupe, Haiti, Jamaica,Martinique, Montserrat, the Netherlands Antilles, St. Kitts and Nevis, St. Lucia, St. Vincent and the Grenadines, Trinidad, Tobago, the Turk and Caicos, St. Martin, and Curacao)."
Universal Studios International B.V. (LatAm - VOD/PPV),Universal Studios (LatAm) - Amdmt 6 to VOD/PPV License Agmt - Services - SHELL,"PPV, TVOD",z_VOD Content License Agreement,Vubiquity Management Limited,"Caribbean, LATAM",,"In respect of Authorized Cable Networks: Dominican Republic, Mexico, Chile, Colombia, Argentina, Paraguay, Uruguay, Costa Rica, Honduras, Paraguay, Guatemala, El Salvador and Panama, as applicable (see Exhibit C).

In respect of Authorized DTH/DBS Networks: Brazil, Mexico, Costa Rica, Nicaragua, the Dominican Republic, Panama, Guatemala, Honduras, Belize, El Salvador and Haiti as applicable (see Exhibit C).

In respect of the Bazuca VOD Service: Chile, Argentina and the Additional Territories. In respect of the Veo OTT VOD Service: Mexico. For purposes of this Agreement, ""Additional TciTitories"" means the following countries and their respective territories, possessions, commonwealths, trusteeships and protectorates in Latin America, as follows: Mexico, Central America (i.e., Belize, Costa Rica, Guatemala, El Salvador, Honduras, Nicaragtm aud Prumma), South America (i.e., Bolivia, Cohunbia, Ecuador, French Guyana, Guayana, Paragtmy, Peru, Surinam, Uruguay and Venezuela) and the Caribbean (i.e., Anguilla, Antigua, Barbuda, Aruba, Bahamas, Barbados, British Virgin Islands, Cayman Islands, Dominica, Domiuican Republic, Grenada, Guadeloupe, Haiti, Jamaica,Martinique, Montserrat, the Netherlands Antilles, St. Kitts and Nevis, St. Lucia, St. Vincent and the Grenadines, Trinidad, Tobago, the Turk and Caicos, St. Martin, and Curacao)."
Universal Studios International B.V. (LatAm - VOD/PPV),Universal Studios (LatAm) - Amdmt 7 to TVOD License Agmt - Services - PVOD BR,PVOD,z_VOD Content License Agreement,Vubiquity Management Limited,LATAM,LATAM:Brazil,"In respect of Authorized Cable Networks: Dominican Republic, Mexico, Chile, Colombia, Argentina, Paraguay, Uruguay, Costa Rica, Honduras, Paraguay, Guatemala, El Salvador and Panama, as applicable (see Exhibit C).

In respect of Authorized DTH/DBS Networks: Brazil, Mexico, Costa Rica, Nicaragua, the Dominican Republic, Panama, Guatemala, Honduras, Belize, El Salvador and Haiti as applicable (see Exhibit C).

In respect of the Bazuca VOD Service: Chile, Argentina and the Additional Territories. In respect of the Veo OTT VOD Service: Mexico. For purposes of this Agreement, ""Additional TciTitories"" means the following countries and their respective territories, possessions, commonwealths, trusteeships and protectorates in Latin America, as follows: Mexico, Central America (i.e., Belize, Costa Rica, Guatemala, El Salvador, Honduras, Nicaragtm aud Prumma), South America (i.e., Bolivia, Cohunbia, Ecuador, French Guyana, Guayana, Paragtmy, Peru, Surinam, Uruguay and Venezuela) and the Caribbean (i.e., Anguilla, Antigua, Barbuda, Aruba, Bahamas, Barbados, British Virgin Islands, Cayman Islands, Dominica, Domiuican Republic, Grenada, Guadeloupe, Haiti, Jamaica,Martinique, Montserrat, the Netherlands Antilles, St. Kitts and Nevis, St. Lucia, St. Vincent and the Grenadines, Trinidad, Tobago, the Turk and Caicos, St. Martin, and Curacao)."
Universal Studios International B.V. (LatAm - VOD/PPV),Universal Studios (LatAm) - Amdmt 8 to VOD/PPV License Agmt - Services - SHELL,"PPV, TVOD",z_VOD Content License Agreement,Vubiquity Management Limited,"Caribbean, LATAM",,"In respect of Authorized Cable Networks: Dominican Republic, Mexico, Chile, Colombia, Argentina, Paraguay, Uruguay, Costa Rica, Honduras, Paraguay, Guatemala, El Salvador and Panama, as applicable (see Exhibit C).

In respect of Authorized DTH/DBS Networks: Brazil, Mexico, Costa Rica, Nicaragua, the Dominican Republic, Panama, Guatemala, Honduras, Belize, El Salvador and Haiti as applicable (see Exhibit C).

In respect of the Bazuca VOD Service: Chile, Argentina and the Additional Territories. In respect of the Veo OTT VOD Service: Mexico. For purposes of this Agreement, ""Additional TciTitories"" means the following countries and their respective territories, possessions, commonwealths, trusteeships and protectorates in Latin America, as follows: Mexico, Central America (i.e., Belize, Costa Rica, Guatemala, El Salvador, Honduras, Nicaragtm aud Prumma), South America (i.e., Bolivia, Cohunbia, Ecuador, French Guyana, Guayana, Paragtmy, Peru, Surinam, Uruguay and Venezuela) and the Caribbean (i.e., Anguilla, Antigua, Barbuda, Aruba, Bahamas, Barbados, British Virgin Islands, Cayman Islands, Dominica, Domiuican Republic, Grenada, Guadeloupe, Haiti, Jamaica,Martinique, Montserrat, the Netherlands Antilles, St. Kitts and Nevis, St. Lucia, St. Vincent and the Grenadines, Trinidad, Tobago, the Turk and Caicos, St. Martin, and Curacao)."
Universal Studios International B.V. (LatAm - VOD/PPV),Universal Studios (LatAm) - Amdmt 9 to VOD/PPV License Agmt - Services,"PPV, TVOD",z_VOD Content License Agreement,Vubiquity Management Limited,"Caribbean, LATAM",,"In respect of Authorized Cable Networks: Dominican Republic, Mexico, Chile, Colombia,  Argentina, Paraguay, Uruguay, Costa Rica, Honduras, Paraguay, Guatemala, El Salvador and Panama, as applicable (see Exhibit C).

In respect of Authorized DTH/DBS Networks: Brazil, Mexico, Costa Rica, Nicaragua, the Dominican Republic, Panama, Guatemala, Honduras, Belize, E1 Salvador and Haiti as applicable (see Exhibit C).

In respect of the Bazuca VOD Service: Chile, Argentina and the Additional Territories.

In respect of the Yeo OTT VOD Service: Mexico.

For purposes of this Agreement, ""Additional Territories"" means the following countries and their respective territories, possessions, commonwealths, trusteeships and protectorates in Latin America, as follows: Mexico, Central America (i.e., Belize, Costa Rica, Guatemala, El Salvador, Honduras, Nicaragua and Panama), South America (i.e., Bolivia, Columbia, Ecuador, French Guyana, Guayana, Paraguay, Peru, Surinam, Uruguay and Venezuela) and the Caribbean (i.e., Anguilla, Antigua, Barbuda, Aruba, Bahamas, Barbados, British Virgin Islands, Cayman Islands, Dominica, Dominican Republic, Grenada, Guadeloupe, Haiti, Jamaica, Martinique, Montserrat, the Netherlands Antilles, St. Kitts and Nevis, St. Lucia, St. Vincent and the Grenadines, Trinidad, Tobago, 'che Turk and Caicos, St. Martin, and Curacao)."
Universal Studios International B.V. (Middle East - VOD),Universal Studios (Middle East) - 2017 VOD Content License Agreement - Services,TVOD,z_VOD Content License Agreement,Vubiquity Management Limited,"Africa, Asia",,"""Territory"" means United Arab Emimtes, Qntar, Kuwait, Oman, Algeria and Tunisia"
Universal Studios International B.V (LatAm - SVOD),Universal Studios Int B.V (LatAmSVOD) - 2013 SVOD Contnt Licen Agrmt - Services,SVOD,z_VOD Content License Agreement,Vubiquity Management Limited,LATAM,,
UPC COMMUNICATIONS IRELAND LIMITED,UPC Communications - Content Services Agreement - Services,Content Processing,z_VOD Services Agreement,ODM,Europe,,
Vertigo Distribution LTD (UK - EST/TVOD),Vertigo (UK) - 2019 EST/TVOD/DVD Content License Agreement - Services,"EST, TVOD",Content License Agreement,Vubiquity Management Limited,Europe,"EUR:Channel Islands, EUR:Gibraltar, EUR:Isle of Man, EUR:Malta, EUR:United Kingdom","• United Kingdom of Great Britain and Northern Island including the
Channel Islands and Isle of Man;
• English Speaking Malta and Gibraltar
together with their respective territories and possessions, military and other
governmental installations, unless otherwise notified"
Verve Pictures Limited (FilmFlex),Verve (FilmFlex) -  2010 Amded & Restated VOD Content License Agrmt - Services,TVOD,z_VOD Content License Agreement,FilmFlex,Europe,,"The Territory for which the Rights are granted under this Agreement shall be the United Kingdom, the Republic of Ireland, the Channel Islands and the Isle of Man."
Verve Pictures Limited (UK),Verve (UK) - 2018 Content License Agreement - Services,"EST, TVOD",z_VOD Content License Agreement,Vubiquity Management Limited,"Caribbean, Europe, Oceania","ASIA:Georgia, CARIB:Anguilla, CARIB:Bermuda, CARIB:Montserrat, CARIB:Turks and Caicos, EUR:Channel Islands, EUR:Ireland, EUR:Isle of Man, EUR:United Kingdom, OCEANIA:Pitcairn","UK & Eire:
• United Kingdom of Great Britain and Northern Island including the
Channel Islands and Isle of Man;
• Republic of Ireland; and
• British Oversea Territories: Anguilla, Montserrat, Bermuda, Pitcairn
Island, British Ant arctic Territory, St. Helena, British Indian Ocean
Terr itory, St. Helena dependencies (Ascension Island, Tristan de Cunha),
British Virgin Islands, Cayman Islands, South Georgia and the South Islands, Falkland Islands, Turks and Caicos Islands, Gibraltar, Channel
Islands, Isle of Man."
